price,nav-link,description,listing-location,bed,bath,carport,surface_area,building_area
"Rp 2,66 Miliar",https://www.rumah123.com/properti/sleman/hos17163215/,Rumah Baru dlm perumahan Jalan damai,"Mlati, Sleman",3,3,2,153 m²,160 m²
Rp 320 Juta,https://www.rumah123.com/properti/sleman/hos17163171/,Promo Rumah Murah Siap Bangun Yang Banyak Bonusnya,"Ngaglik, Sleman",2,1,1,94 m²,36 m²
"Rp 1,65 Miliar",https://www.rumah123.com/properti/sleman/hos17163127/,Rumah dalam perumahan Merapi Regency,"Ngaglik, Sleman",4,3,2,125 m²,140 m²
"Rp 1,99 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16629118/,"Rumah di Cluster, Sleman Yogyakarta","Sleman, Yogyakarta",3,3,1,172 m²,100 m²
"Rp 1,8 Miliar",https://www.rumah123.com/properti/sleman/hos17163042/,RUMAH BARU DEKAT FILOSOPI KOPI PALAGAN,"Ngaglik, Sleman",3,3,2,95 m²,150 m²
Rp 550 Juta,https://www.rumah123.com/properti/sleman/hos17163005/,Hunian Minimalis Harga Terjangkau Strategis Purwomartani,"Kalasan, Sleman",3,1,1,116 m²,60 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/sleman/hos17162943/,RUMAH DEKAT UGM PERUMAHAN JAKAL KM 6,"Ngaglik, Sleman",3,4,1,151 m²,120 m²
"Rp 1,1 Miliar",https://www.rumah123.com/properti/sleman/hos17162842/,Rumah Baru Jakal Km 8 Dekat UGM,"Ngaglik, Sleman",3,2,1,138 m²,100 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17162771/,Rumah baru Jl Plemburan dekat Ugm,"Ngaglik, Sleman",5,4,2,114 m²,150 m²
Rp 750 Juta,https://www.rumah123.com/properti/sleman/hos17162716/,Rumah Konsep Smarthome Ada Furnish Dekat Polres Sleman,"Sleman, Sleman",3,2,2,130 m²,60 m²
Rp 237 Juta,https://www.rumah123.com/properti/sleman/hos17162714/,4 Unit Terakhir Rumah Modern Minimalis 200 Jt An Idaman Milenial,"Kalasan, Sleman",2,1,1,60 m²,28 m²
Rp 750 Juta,https://www.rumah123.com/properti/sleman/hos17162682/,Hunian Konsep Smarthome Ada Furnish Dekat Polres Sleman,"Sleman, Sleman",3,2,2,130 m²,60 m²
"Rp 1,65 Miliar",https://www.rumah123.com/properti/sleman/hos17162681/,Rumah baru dalam perumahan merapi regency,"Ngaglik, Sleman",4,3,2,125 m²,140 m²
"Rp 1,52 Miliar",https://www.rumah123.com/properti/sleman/hos17160947/,Rumah Modern 2 Lantai Siap Huni di Sleman Dekat Jogja Bay,"Ngaglik, Sleman",4,2,1,99 m²,150 m²
Rp 350 Juta,https://www.rumah123.com/properti/sleman/hos17162627/,"Stok Menipis, Rumah Siap Huni 350 Juta Di Jogja Barat Lingkungan Asri","Godean, Sleman",2,1,1,104 m²,50 m²
Rp 850 Juta,https://www.rumah123.com/properti/sleman/hos17162590/,Rumah Umbul Permai palagan,"Ngaglik, Sleman",3,2,1,114 m²,110 m²
"Rp 2,95 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17162569/,"Rumah Siap Huni Bergaya Klasik Modern, Di Tengah Kota Yogyakarta","Wirobrajan, Yogyakarta",4,3,,213 m²,185 m²
Rp 895 Juta,https://www.rumah123.com/properti/yogyakarta/hos17162497/,Rumah Baru Jalan Imogiri Timur Tamanan,"Kotagede, Yogyakarta",3,2,2,91 m²,76 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/bantul/hos17162487/,"RUMAH ESTETIK, HOMESTAY, VILLA SELATAN KAMPUS UMY","Kasihan, Bantul",3,3,,352 m²,168 m²
"Rp 1,2 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17162195/,Rumah siap huni dlm Perumahan Timoho AsrI,"Umbulharjo, Yogyakarta",3,2,1,115 m²,100 m²
"Rp 1,27 Miliar",https://www.rumah123.com/properti/sleman/hos17161922/,Rumah Cantik Seturan dekat banyak Kampus,"Depok, Sleman",3,2,1,130 m²,100 m²
Rp 675 Juta,https://www.rumah123.com/properti/bantul/hos17161874/,Rumah Murah di Banguntapan Bisa Kpr 10 Menit Dari Pusat Kota SHM,"Banguntapan, Bantul",2,1,1,85 m²,45 m²
Rp 817 Juta,https://www.rumah123.com/properti/sleman/hos17161849/,Rumah 2 Lt Termurah Di Balecatur Dekat Smpn 1 Gamping,"Gamping, Sleman",2,2,1,103 m²,76 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/sleman/hos17161844/,Kost 20 kamar + Kios jalan utama Condongcatur,"Depok, Sleman",20,15,3,235 m²,370 m²
Rp 817 Juta,https://www.rumah123.com/properti/sleman/hos17161796/,"Rumah 2 Lt Termurah Siap Kpr Di Balecatur, Gamping","Gamping, Sleman",2,2,1,103 m²,76 m²
Rp 470 Juta,https://www.rumah123.com/properti/yogyakarta/hos17003227/,"Tanah Jogja Siap Ajb, Dekat Mirota Kampus Godean","Gondokusuman, Yogyakarta",3,3,,147 m²,70 m²
Rp 765 Juta,https://www.rumah123.com/properti/yogyakarta/hos17161762/,Rumah modern 2 Lantai Bangunjiwo,"Umbulharjo, Yogyakarta",2,1,1,101 m²,60 m²
Rp 675 Juta,https://www.rumah123.com/properti/sleman/hos17161727/,"BU Banget!!! Dijual Rugi, Baru Belom pernah dihuni","Kalasan, Sleman",2,1,1,84 m²,50 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/sleman/hos17161719/,Rumah Baru modern utara Monjali,"Ngaglik, Sleman",4,4,2,150 m²,235 m²
Rp 725 Juta,https://www.rumah123.com/properti/yogyakarta/hos17161713/,Rumah Cantik Dekat Lottemart Maguwoharjo Depok Sleman Yogyakarta,"Maguwoharjo, Yogyakarta",3,2,1,100 m²,70 m²
Rp 800 Juta,https://www.rumah123.com/properti/sleman/hos17161710/,Rumah Siap Huni Di Utara Sd Model Wedomartani Ngemplak Sleman,"Ngemplak, Sleman",3,2,1,120 m²,80 m²
Rp 884 Juta,https://www.rumah123.com/properti/yogyakarta/hos17161705/,Rumah Siap Huni Utara Maguwoharjo Dekat Budi Mulia 2,"Maguwoharjo, Yogyakarta",4,2,2,104 m²,60 m²
"Rp 3,4 Miliar",https://www.rumah123.com/properti/sleman/hos16700484/,RUMAH BESAR DI JL KALIURANG KM7 DEKAT PASAR KOLOMBO,"Condong Catur, Sleman",4,3,,421 m²,200 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos17161664/,Rumah baru Furnished Jl. Kaliurang Km 13,"Ngaglik, Sleman",2,2,2,125 m²,150 m²
Rp 500 Juta,https://www.rumah123.com/properti/sleman/hos17161656/,Rumah Minimalis Dekat Maguwoharjo Sd Budi Mulia Sleman Yogyakarta,"Ngemplak, Sleman",2,2,1,80 m²,55 m²
Rp 500 Juta,https://www.rumah123.com/properti/sleman/hos17161655/,Rumah Baru Jogja Di Selomartani Kalasan Sleman Dekat Smp 2 Kalasan,"Kalasan, Sleman",3,2,1,108 m²,70 m²
"Rp 3,9 Miliar",https://www.rumah123.com/properti/sleman/hos17161606/,Kost Eksklusif 14 Kamar dekat kampus UII Jakal,"Ngaglik, Sleman",14,14,3,502 m²,473 m²
Rp 690 Juta,https://www.rumah123.com/properti/yogyakarta/hos17161588/,Rumah Minimalis Dalam Perumahan Muslim Dekat Amikom Seturan Depok Sleman,"Seturan, Yogyakarta",2,1,1,87 m²,45 m²
Rp 875 Juta,https://www.rumah123.com/properti/yogyakarta/hos17161583/,Rumah Baru Siap Huni Dekat Jalan Tajem Maguwoharjo Depok Sleman,"Maguwoharjo, Yogyakarta",3,2,2,112 m²,95 m²
Rp 756 Juta,https://www.rumah123.com/properti/sleman/hos17161570/,"Rumah Murah Di Palagan Ngaglik Sleman, 8 Menit Ke Sch","Ngaglik, Sleman",3,1,2,104 m²,60 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/sleman/hos17161553/,Rumah Besar Condongcatur Timur Banteng,"Ngaglik, Sleman",5,2,7,503 m²,300 m²
"Rp 1,3 Miliar",https://www.rumah123.com/properti/sleman/hos17161538/,Rumah Etnik Siap Huni Full Furnished Dekat Wisata Candi,"Ngemplak, Sleman",5,6,1,320 m²,142 m²
Rp 850 Juta,https://www.rumah123.com/properti/bantul/hos17161520/,Rumah Baru Siap Huni 2 Lantai Di Bugisan Kasihan Bantul Dekat Wirobrajan,"Kasihan, Bantul",3,2,2,80 m²,85 m²
"Rp 6,5 Miliar",https://www.rumah123.com/properti/sleman/hos17161518/,Rumah Gallery Jawa Etnik Di Purwobinangun Pakem Sleman,"Pakem, Sleman",9,6,,2367 m²,1000 m²
"Rp 1,29 Miliar",https://www.rumah123.com/properti/bantul/hos17142456/,RUMAH MODEL KLASIK MODER di Jl. Ngipik Pasar Ngipik 2 Lantai,"Banguntapan, Bantul",4,3,1,99 m²,105 m²
"Rp 2,7 Miliar",https://www.rumah123.com/properti/sleman/hos17161493/,Rumah jalan lempongsari cocok buat usaha,"Ngaglik, Sleman",3,2,2,267 m²,180 m²
"Rp 6,5 Miliar",https://www.rumah123.com/properti/sleman/hos15801533/,Rumah 2 Lantai Semi Furnished Dekat Bandara Area Kalasan,"Kalasan, Sleman",5,4,1,778 m²,500 m²
"Rp 1,78 Miliar",https://www.rumah123.com/properti/sleman/hos16979973/,Rumah Mewah Dekat Kampus Ugm di Maguwoharjo Dalam Ringroad,"Depok, Sleman",4,3,2,118 m²,160 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos17161453/,Rumah Mewah 2 Lantai Di Belakang Hotel Hyatt Mlati Sleman,"Mlati, Sleman",3,3,1,105 m²,160 m²
Rp 575 Juta,https://www.rumah123.com/properti/sleman/hos17161450/,Rumah Baru Siap Huni Dekat Lpmp Selomartani Kalasan Sleman,"Kalasan, Sleman",2,1,1,108 m²,80 m²
"Rp 8,9 Miliar",https://www.rumah123.com/properti/sleman/hos17161432/,Kost Eksklusif + rumah induk dekat UGM,"Ngaglik, Sleman",17,17,7,550 m²,435 m²
Rp 775 Juta,https://www.rumah123.com/properti/sleman/hos17150734/,Rumah Bagus Unfurnished Dekat Kampus Gamping Sleman,"Gamping, Sleman",2,2,,118 m²,100 m²
Rp 575 Juta,https://www.rumah123.com/properti/sleman/hos17161404/,Rumah Siap Huni Di Tirtomartani Kalasan Sleman Dekat Kantor Lpmp,"Kalasan, Sleman",3,2,1,101 m²,80 m²
Rp 785 Juta,https://www.rumah123.com/properti/sleman/hos17161402/,Rumah Siap Huni Di Wedomartani Dekat Ngaglik Sleman Yogyakarta,"Ngemplak, Sleman",3,2,1,115 m²,60 m²
"Rp 2,45 Miliar",https://www.rumah123.com/properti/sleman/hos17161375/,Kost 8 kamar + Rumah Induk area Seturan,"Depok, Sleman",8,5,2,150 m²,200 m²
Rp 6 Miliar,https://www.rumah123.com/properti/sleman/hos17150903/,Rumah Kost Dan Rumah Induk Dekat Kampus Uin Jl. Timoho,"Caturtunggal, Sleman",34,8,,1145 m²,607 m²
"Rp 1,85 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17150897/,Rumah 1 Lantai Komplek Perum Dekat Edu Park Jl. Jambon,"Tegalrejo, Yogyakarta",4,3,1,147 m²,120 m²
"Rp 8,5 Miliar",https://www.rumah123.com/properti/sleman/hos17150913/,Rumah Mewah Modern Kawasan Perumahan Dekat Kampus Jogja,"Depok, Sleman",17,15,,389 m²,554 m²
Rp 900 Juta,https://www.rumah123.com/properti/bantul/hos17161366/,Rumah Siap Huni 2 Lantai Di Timur Pasar Kotagede Di Baturetno Banguntapan Bantul,"Banguntapan, Bantul",3,3,1,98 m²,100 m²
"Rp 3,5 Miliar",https://www.rumah123.com/properti/sleman/hos17150941/,Rumah Kos SHM Dekat Kampus Dan Pusat Bisnis Jl. Kaliurang,"Mlati, Sleman",14,5,,203 m²,250 m²
Rp 750 Juta,https://www.rumah123.com/properti/sleman/hos17161363/,Rumah Modern Smart Home Furnished Dekat Pemda Sleman Di Triharjo Sleman,"Sleman, Sleman",3,2,2,130 m²,60 m²
"Rp 2,2 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17150944/,Rumah Siap Huni Dekat Terminal Giwangan,"Umbulharjo, Yogyakarta",5,6,3,495 m²,300 m²
"Rp 2,8 Miliar",https://www.rumah123.com/properti/sleman/hos17150947/,"Rumah Kos 2 Lantai Furnished Shm Dekat Kampus Ugm Jl. Kaliurang Km 4,5 Jogja","Depok, Sleman",7,3,2,140 m²,195 m²
"Rp 4,5 Miliar",https://www.rumah123.com/properti/sleman/hos17150954/,Rumah Halaman Luas Timur Stadion Maguwo,"Purwomartani   , Sleman",3,2,,668 m²,250 m²
"Rp 2,8 Miliar",https://www.rumah123.com/properti/sleman/hos17161328/,Rumah Modern Baru jalan Damai jakal km. 8,"Ngaglik, Sleman",4,4,2,154 m²,230 m²
"Rp 1,5 Miliar",https://www.rumah123.com/properti/sleman/hos14680993/,Rumah 1 Lantai Furnished Dekat Bandara Adisucipto Jl. Solo Km 10,"Kalasan, Sleman",2,1,1,120 m²,90 m²
Rp 275 Juta,https://www.rumah123.com/properti/bantul/hos9502575/,Rumah Murah di Kota Bantul Jl Samas dekat RSUD Bantul Siap Bangun,"Bantul, Bantul",2,1,1,70 m²,36 m²
"Rp 1,7 Miliar",https://www.rumah123.com/properti/sleman/hos17150766/,Rumah 2 Lantai Dekat Universitas Islam Indonesia Jl. Kaliurang,"Ngaglik, Sleman",6,5,,162 m²,170 m²
Rp 25 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17161296/,Dijual Guest House Jogja Dekat Malioboro Yogyakarta,"Pakualaman, Yogyakarta",9,9,3,429 m²,1000 m²
Rp 6 Miliar,https://www.rumah123.com/properti/sleman/hos17150644/,Rumah 2 Lantai SHM View Sungai Dekat Kampus Stpn Jl. Godean Km 4,"Gamping, Sleman",6,6,1,688 m²,384 m²
"Rp 5,2 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17161253/,Hotel Artistik daerah Prawirotaman,"Umbulharjo, Yogyakarta",12,12,3,525 m²,500 m²
Rp 305 Juta,https://www.rumah123.com/properti/gunung-kidul/hos17150634/,Cluster Siap Bangun Area Sekolah Dan Perkantoran Piyaman,"Wonosari, Gunung Kidul",2,1,,66 m²,45 m²
Rp 310 Juta,https://www.rumah123.com/properti/gunung-kidul/hos17150632/,Cluster Baru Unfurnished Dekat Kantor Dishub Dan Sekolah Piyaman,"Wonosari, Gunung Kidul",2,1,,72 m²,45 m²
Rp 310 Juta,https://www.rumah123.com/properti/gunung-kidul/hos17150633/,Cluster Baru Kawasan Dishub Wonosari Dan Sekolah Lingkar Utara,"Wonosari, Gunung Kidul",2,1,,72 m²,45 m²
Rp 315 Juta,https://www.rumah123.com/properti/gunung-kidul/hos17150635/,Rumah 1 Lantai Siap Bangun Dekat Dishub Wonosari Area Piyaman,"Wonosari, Gunung Kidul",2,1,,45 m²,75 m²
Rp 312 Juta,https://www.rumah123.com/properti/gunung-kidul/hos17150660/,Kavling Siap Bangun SHM Dekat Dishub Gunungkidul Area Piyaman,"Wonosari, Gunung Kidul",2,1,,45 m²,72 m²
"Rp 3,1 Miliar",https://www.rumah123.com/properti/sleman/hos17161236/,Rumah Jogja Dijual Dekat Jogja City Mall,"Mlati, Sleman",7,4,2,225 m²,300 m²
Rp 375 Juta,https://www.rumah123.com/properti/bantul/hos10528017/,Rumah Siap Huni Dekat Kampus Umby di Jl Wates Km 12 Sedayu Bantul,"Sedayu, Bantul",2,1,1,82 m²,46 m²
"Rp 2,1 Miliar",https://www.rumah123.com/properti/sleman/hos17161211/,Jual Rumah Baru Jalan Kaliurang Dekat UGM,"Depok, Sleman",3,3,1,139 m²,100 m²
Rp 2 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17161196/,Rumah Modern Umbulharjo Kodya Yogyakarta,"Umbulharjo, Yogyakarta",4,2,2,105 m²,140 m²
Rp 645 Juta,https://www.rumah123.com/properti/bantul/hos17161140/,Perumahan Dekat Kotagede di Jalan Pleret Banguntapan Siap Huni,"Banguntapan, Bantul",3,1,2,93 m²,60 m²
"Rp 4,2 Miliar",https://www.rumah123.com/properti/sleman/hos17161120/,Rumah Minimalis Modern Murah Bonus Furnished Jogja Sleman,"Mlati, Sleman",4,4,8,564 m²,190 m²
"Rp 1,28 Miliar",https://www.rumah123.com/properti/sleman/hos17161109/,Rumah Baru dalam Cluster dekat Kampus UII,"Ngaglik, Sleman",3,3,2,134 m²,85 m²
Rp 270 Juta,https://www.rumah123.com/properti/sleman/hos17161065/,Rumah Baru Siap Huni Diutara Candi Prambanan,"Prambanan, Sleman",2,1,1,61 m²,30 m²
"Rp 3,1 Miliar",https://www.rumah123.com/properti/sleman/hos17161045/,Rumah Cluster Minimalis Murah Jogja Sleman Dekat Jogja City Mall,"Mlati, Sleman",7,4,2,225 m²,300 m²
"Rp 1,78 Miliar",https://www.rumah123.com/properti/sleman/hos17161029/,Rumah Konsep Jepang Dalam Ringroad Jl Kabupaten,"Gamping, Sleman",3,3,2,119 m²,114 m²
Rp 598 Juta,https://www.rumah123.com/properti/sleman/hos17161007/,Dp Kecil Rumah Modern Di Berbah Dkat Blok O Janti Seturan SHM Kpr,"Berbah, Sleman",2,1,1,90 m²,40 m²
Rp 645 Juta,https://www.rumah123.com/properti/bantul/hos17160998/,Perumahan Siap Huni Dekat Kotagede di Jalan Pleret Banguntapan Bantul,"Banguntapan, Bantul",3,1,1,93 m²,60 m²
"Rp 4,2 Miliar",https://www.rumah123.com/properti/sleman/hos17160950/,Dijual Rumah Mewah Jogja Dekat Kampus Ugm,"Mlati, Sleman",4,4,8,564 m²,190 m²
Rp 25 Miliar,https://www.rumah123.com/properti/yogyakarta/hos17160911/,Rumah Guest House Jogja Berada Di Pusat Bisnis Malioboro,"Pakualaman, Yogyakarta",9,9,3,429 m²,1000 m²
"Rp 1,82 Miliar",https://www.rumah123.com/properti/sleman/hos17160907/,"Rumah Dijual di Nogotirto, Yogyakarta","Gamping, Sleman",3,2,1,140 m²,158 m²
"Rp 2,9 Miliar",https://www.rumah123.com/properti/sleman/hos17160886/,Villa Mewah Furnished + Kolam Renang Pakem,"Pakem, Sleman",2,3,2,380 m²,200 m²
Rp 499 Juta,https://www.rumah123.com/properti/sleman/hos17160881/,Hadirkan Rumah Luas Di Jogja Utara Lingkungan Masih Asri,"Ngaglik, Sleman",2,1,1,120 m²,36 m²
"Rp 4,25 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17160880/,Dijual Rumah Jogja Dekat Alun alun Kidul Yogyakarta,"Mantrijeron, Yogyakarta",3,3,6,425 m²,150 m²
Rp 592 Juta,https://www.rumah123.com/properti/sleman/hos17160848/,Ananda Townhouse Hunian Berkualitas Modern Nyaman Harga Terjangkau,"Sayegan, Sleman",2,1,1,91 m²,50 m²
Rp 985 Juta,https://www.rumah123.com/properti/sleman/hos17160801/,Rumah Bonus Furnished dekat Jogja Bay,"Depok, Sleman",2,2,1,125 m²,132 m²
Rp 890 Juta,https://www.rumah123.com/properti/bantul/hos17160778/,Rumah Murah 2 Lantai Strategis 10 Menit Giwangan Kotagede Kpr SHM,"Banguntapan, Bantul",3,2,1,85 m²,70 m²
Rp 5 Miliar,https://www.rumah123.com/properti/sleman/hos13659732/,Villa Strategis Pinggir Jl.kaliurang Km 22 Dekat Heha Forest,"Pakem, Sleman",8,7,6,1031 m²,500 m²
"Rp 4,75 Miliar",https://www.rumah123.com/properti/sleman/hos9435401/,Rumah Full Furnished lokasi jogja,"Ngaglik, Sleman",5,5,,419 m²,252 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos17160732/,Rumah dalam Perumahan one gate Maguwoharjo,"Depok, Sleman",2,1,1,130 m²,70 m²
Rp 790 Juta,https://www.rumah123.com/properti/bantul/hos17160701/,Rumah Kpr Cicilan Ringan di Banguntapan Dkat Balong Waterpark SHM,"Banguntapan, Bantul",3,2,1,75 m²,70 m²
"Rp 4,2 Miliar",https://www.rumah123.com/properti/sleman/hos17160658/,Rumah dekat Ugm Furnished Jakal km 7,"Depok, Sleman",5,4,2,230 m²,208 m²
Rp 250 Juta,https://www.rumah123.com/properti/bantul/hos8720739/,Rumah Siap Huni Murah Dekat Jl Paris Km 14 di Canden Jetis Bantul,"Jetis, Bantul",2,1,,76 m²,36 m²
Rp 600 Juta,https://www.rumah123.com/properti/sleman/hos17160640/,Di Jual Rumah Bagus Asri Murah Lokasi Strategis Sleman Yogyakarta,"Sleman, Sleman",3,1,1,167 m²,130 m²
"Rp 6,9 Miliar",https://www.rumah123.com/properti/sleman/hos17160602/,Rumah Pendopo Jogja di Perum Merapi View Jl Kaliurang Lt 843 m²,"Ngaglik, Sleman",5,3,3,843 m²,450 m²
"Rp 3,8 Miliar",https://www.rumah123.com/properti/sleman/hos16863598/,Rumah 2 Lantai Perumahan Bale Mulia Blok H 106,"Sleman, Sleman",3,3,1,199 m²,206 m²
Rp 407 Juta,https://www.rumah123.com/properti/bantul/hos7953346/,Rumah di Pleret dekat Kampus UAD,"Jetis, Bantul",2,1,,80 m²,45 m²
Rp 297 Juta,https://www.rumah123.com/properti/bantul/hos16966379/,Rumah Dekat Alun alun Paseban di Ringinharjo Bantul Kota Siap Bangun,"Bantul, Bantul",2,1,1,75 m²,45 m²
Rp 400 Juta,https://www.rumah123.com/properti/bantul/hos17160222/,"Dijual Murah Rumah SHM Di Pajangan, 5 Menit Bantul Kota","Pajangan, Bantul",2,1,1,90 m²,50 m²
"Rp 1,45 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16953869/,Rumah Dijual di Yogyakarta,"Kraton, Yogyakarta",3,3,1,110 m²,129 m²
"Rp 1,94 Miliar",https://www.rumah123.com/properti/yogyakarta/hos16651153/,Rumah 2 Lantai di Berbah Utara Dekat Stadion Maguwoharjo,"Danurejan, Yogyakarta",3,3,,150 m²,110 m²
Rp 400 Juta,https://www.rumah123.com/properti/bantul/hos17160197/,"Rumah SHM Murah Di Pajangan, 5 Menit Bantul Kota","Pajangan, Bantul",2,1,1,90 m²,50 m²
Rp 580 Juta,https://www.rumah123.com/properti/yogyakarta/hos17160098/,Rumah baru siap huni legalitas SHM termurah di Jogja,"Cebongan, Yogyakarta",3,2,1,101 m²,70 m²
Rp 850 Juta,https://www.rumah123.com/properti/bantul/hos17160106/,Rumah Modern Proses Finishing Harga Nego Di Banguntapan,"Banguntapan, Bantul",3,2,1,102 m²,65 m²
Rp 850 Juta,https://www.rumah123.com/properti/bantul/hos17160071/,1 Unit Rumah Proses Finishing Harga Nego Di Banguntapan,"Banguntapan, Bantul",3,2,1,102 m²,65 m²
Rp 850 Juta,https://www.rumah123.com/properti/yogyakarta/hos17160048/,BU BU BU!! DIJUAL RUMAH MURAH TAMANSISWA FULLL FURNISH KOTAMADYA,"Kraton, Yogyakarta",4,3,,126 m²,126 m²
Rp 350 Juta,https://www.rumah123.com/properti/bantul/hos16933881/,"Banyak Promonya, Rumah Model Jepang di Argomulyo, Sedayu","Sedayu, Bantul",2,1,,105 m²,70 m²
"Rp 2,12 Miliar",https://www.rumah123.com/properti/bantul/hos17159996/,Hunian 2 Lt Ready Stock Di Sewon Dekat Kampus Isi Jogja,"Sewon, Bantul",4,4,2,120 m²,150 m²
"Rp 2,12 Miliar",https://www.rumah123.com/properti/bantul/hos17159751/,Rumah 2 Lt Ready Stock Di Sewon Dekat Kampus Isi Jogja,"Sewon, Bantul",4,4,2,120 m²,150 m²
Rp 808 Juta,https://www.rumah123.com/properti/bantul/hos17159744/,"Bisa Kpr Modern Dekat Jalan Solo,janti,gedong Kuning, Babarsari","Bantul, Bantul",3,2,2,85 m²,45 m²
Rp 690 Juta,https://www.rumah123.com/properti/bantul/hos17159664/,Promo Siap Balik Nama Rumah 2 Lantai di Banguntapan 7km Dari Uad,"Banguntapan, Bantul",3,2,2,78 m²,60 m²
Rp 675 Juta,https://www.rumah123.com/properti/bantul/hos17159618/,10 Menit Dari Kotagede Rumah di Potorono Banguntapan Bisa Kpr SHM,"Banguntapan, Bantul",2,1,1,85 m²,45 m²
"Rp 1,25 Miliar",https://www.rumah123.com/properti/sleman/hos17159588/,Kos²an 2 Lantai di Condongcatur Sleman Yogyakarta. SHM,"Depok, Sleman",10,4,1,128 m²,200 m²
Rp 870 Juta,https://www.rumah123.com/properti/sleman/hos17159514/,Sisa 1 Unit Rumah SHM di Sidomoyo Godean Sleman,"Godean, Sleman",3,2,1,135 m²,80 m²
"Rp 2,6 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17159405/,RUMAH BARU DEKAT JOGJA BAY,"Maguwoharjo, Yogyakarta",4,3,2,150 m²,190 m²
Rp 300 Juta,https://www.rumah123.com/properti/bantul/hos17158867/,Rumah Furnish  Dalam Perum Griya Kembang Pajangan Bantul,"Pajangan, Bantul",2,1,,74 m²,42 m²
"Rp 2,3 Miliar",https://www.rumah123.com/properti/sleman/hos17158779/,Kos Eksklusif Pogung Baru Siap Bangun Jakal Km 5,"Kaliurang, Sleman",8,9,2,98 m²,120 m²
"Rp 1,6 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17158668/,Rumah Tinggal Lokasi Strategis Dekat Pusat Wisata Malioboro,"Danurejan, Yogyakarta",4,2,,125 m²,125 m²
"Rp 2,5 Miliar",https://www.rumah123.com/properti/bantul/hos17158583/,RUMAH ETNIK SEMI FURNISH ++ BANGUNJIWO KASIHAN BANTUL JOGJA,"Kasihan, Bantul",3,3,,352 m²,168 m²
"Rp 1,6 Miliar",https://www.rumah123.com/properti/bantul/hos17158569/,"RUMAH LINGKUNGAN NYAMAN HOOK PELEM SEWU BARU BANTUL PARANGTRITIS, CARPORT","Bantul, Bantul",4,3,,193 m²,193 m²
"Rp 6,5 Miliar",https://www.rumah123.com/properti/bantul/hos17158561/,CEPAT RUMAH MEWAH 2 LANTAI  KAWASAN ELLITE GRIYA INDAH BANTUL YOGYA  4 MOBIL,"Bantul, Bantul",5,5,,455 m²,650 m²
"Rp 1,75 Miliar",https://www.rumah123.com/properti/yogyakarta/hos17158560/,RUMAH 2 LANTAI FURNISH JALAN INDRAPRASTA DEKAT MALIOBORO YOGYAKARTA,"Tegalrejo, Yogyakarta",4,4,,187 m²,335 m²
"Rp 3,5 Miliar",https://www.rumah123.com/properti/sleman/hos17158525/,"RUMAH LUAS DI MAGUWOHARJO, SLEMAN YOGYAKARTA","Depok, Sleman",4,3,,728 m²,426 m²
"Rp 3,5 Miliar",https://www.rumah123.com/properti/sleman/hos17158524/,"RUMAH LUAS DI MAGUWOHARJO, SLEMAN YOGYAKARTA","Depok, Sleman",4,3,,728 m²,426 m²
